,VarImp,STD
hi_Tyrosine,3.617215733727852,0.04007910588560652
hi_Tryptophan,3.465741155023459,0.038696550034741255
hi_UDP.glucose,3.442980452512737,0.03873041304311482
hi_Serine,3.411371164484073,0.03793750237258939
hi_Phenylalanine,3.391636744319849,0.03755251136674201
hi_Methionine,3.358545594771559,0.037821958207405235
hi_Valine,3.3420000851483396,0.03727082315209432
hi_Isoleucine,3.340593071618572,0.03709149197001836
hi_X2.3phosphoglycerate,3.1746681854084198,0.03636839370322665
hi_Threonine,3.1691820893557607,0.03528079723712957
hi_Leucine,3.148755454103135,0.035222718793239724
hi_Proline,3.0798804336554624,0.03472785601060532
hi_Aspartic.acid,3.0365960530536427,0.03430287006349828
hi_Gln.6.P,2.944249269509501,0.03287193096932651
hi_Phosphoenolpyruvate,2.8587362934945952,0.03324277324090096
hi_CMP,2.8437100749124107,0.031365744995762807
hi_Arginine,2.8153811585104367,0.03199915222867223
hi_Fumarate,2.7607455175819826,0.030016863441882088
hi_Malate,2.7583343123310495,0.029954093364151925
hi_GMP,2.7342560482438714,0.030530431889274172
hi_S.adenosylmethionine,2.65381994001803,0.02989468903293421
hi_Kynurenine,2.6031108064826087,0.02988839577767022
hi_CTP,2.5409636470033083,0.02878404800727243
hi_Inosine,2.5308618375475227,0.028101655281208476
hi_totalSignal,2.5128964614819918,0.028875169090848894
AA_Methionine.2tms,2.509023716764283,0.15890885360088863
NA_C507,2.4432996551745183,0.029600875191967708
hi_GDP,2.4265672131419542,0.027468888039979038
hi_Ornithine,2.4231085759827784,0.030071210818575982
hi_Citrulline,2.4165011850693627,0.027587069340671014
hi_Cytidine,2.4160778324387087,0.027968309865740382
hi_UMP,2.4119262752389985,0.02866707581784417
hi_Hypoxanthine,2.4072099287367283,0.027782513727380925
hi_CySSG,2.40629738377375,0.031462206463517876
hi_Arginosuccinate,2.4048791414319597,0.02915709427275955
NA_C780,2.3710812934917884,0.0
hi_G.1.P,2.367948328633737,0.0
hi_Inosine.monophosphate,2.363413642013829,0.029283721601183976
"NA_Isovaleric acid, 2-oxo- (1MEOX) (1TMS) MP",2.3559631084424475,0.04312251377805065
AA_aspartic.acid.3tms,2.345300325493676,0.06617454827899703
hi_Glutamine,2.342211863833823,0.03749646239315097
AA_histidine.3tms,2.32472249898102,0.08313413264868762
AA_Phenylalanine.2tms,2.3221981805012386,0.06412074850998517
NA_C417,2.31867749452451,0.07763729373575254
hi_NADH,2.3178243362323374,0.04409631552783004
NA_C287,2.317203374921391,0.08761048417527784
AA_Threonine.3tms,2.31314679255077,0.059822185527302695
hi_Asparagine,2.3122427540122947,0.03731950640006022
NA_Hydroxylamine (3TMS),2.3084727919390944,0.056242912033091993
hi_X6.phosphogluconate,2.3055092534159662,0.0876501785922828
