file,sample,number,order,time,rep,C001,Melibiose (1MEOX) (8TMS) MP,C003,Phosphoric acid (3TMS),Guanine (3TMS),Adenine (2TMS),C007,Glycine (3TMS),C009,Aspartic acid (3TMS),C011,"Galactose, 2-amino-2-deoxy-, D- (1MEOX) (5TMS)",Glutamic acid (3TMS),C014,C015,C016,C017,C018,C019,Galactose (1MEOX) (5TMS) MP,Serine (3TMS),Uridine (4TMS),Serine (2TMS),Phenylalanine (2TMS),Ribose (1MEOX) (4TMS) BP,Alanine (2TMS),Threonine (3TMS),C028,"Uridine, 2'-deoxy- (3TMS) BP",C030,Levulinic acid (1MEOX) (1TMS) MP,C032,C033,C034,Aspartic acid (2TMS),C036,C037,C038,"Trehalose, alpha,alpha'-, D- (8TMS)",Lactic acid (2TMS),"Pimelic acid, 2,6-diamino- (4TMS)",Leucine (1TMS),Glycerol-3-phosphate (4TMS),C044,C045,Levulinic acid (1MEOX) (1TMS) BP,C047,C048,C049,C050,C051,Lyxose (1MEOX) (4TMS) MP,Tyrosine (3TMS),C054,Ornithine (3TMS) (Derivate not found),C056,C057,C058,C059,C060,NA,Isomaltose (1MEOX) (8TMS) MP,C063,C064,C065,C066,C067,Xylose (1MEOX) (4TMS) MP,C069,Hydroxylamine (3TMS),NA114002 (classified unknown),Spermidine [+CO2] (5TMS),C073,C074,C075,C076,"Pimelic acid, 2,6-diamino- (4TMS)",C078,C079,NA,C081,C082,C083,C084,Glycine (2TMS),Threonine (2TMS),C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,"Glucose, 1,6-anhydro-, beta- (3TMS)",similar to Lumichrome (2MeOX),C100,C101,Asparagine [-H2O] (2TMS),Norleucine (2TMS),Valine (2TMS),C105,C106,C107,C108,C109,"Alanine, beta- (3TMS)",C111,C112,C113,C114,C115,5-Hydroxymethylfurfural (1MEOX) (1TMS) MP,C117,C118,C119,C120,C121,C122,C123,Lysine (4TMS),C125,C126,C127,C128,C129,C130,C131,C132,C133,1-Pyrroline-3-hydroxy-5-carboxylic-acid-2TMS,C135,C136,C137,C138,C139,Methionine (2TMS),Proline [+CO2] (2TMS),C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,"Tyrosine, N-acetyl- (2TMS)",C156,C157,C158,C159,Cytosine (2TMS),C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,Sarcosineamide (2TMS),C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,Threose  (1MEOX) (3TMS) BP,C211,C212,C213,Thymine (2TMS),C215,C216,C217,C218,C219,C220,C221,C222,C223,C224,C225,C226,C227,C228,D223156,C230,C231,C232,C233,C234,C235,C236,C237,C238,C239,C240,C241,C242,Unknown#bth-pae-011,C244,C245,C246,C247,C248,C249,C250,C251,C252,C253,C254,C255,C256,C257,Xanthine (3TMS),C259,C260,C261,C262,C263,C264,C265,C266,C267,C268,C269,C270,C271,C272,C273,C274,C275,C276,C277,C278,C279,C280,C281,C282,C283,C284,C285,C286,C287,C288,C289,Norleucine (2TMS),Citric acid (4TMS),NA,C293,C294,C295,C296,C297,C298,Uracil (2TMS),Fumaric acid (2TMS),C301,C302,C303,C304,C305,C306,C307,C308,C309,C310,C311,C312,C313,C314,C315,Methionine (2TMS),C317,C318,C319,C320,C321,C322,C323,C324,C325,C326,C327,C328,C329,C330,C331,C332,C333,C334,C335,C336,C337,C338,C339,NA170011,C341,C342,C343,C344,C345,C346,C347,C348,C349,C350,C351,C352,C353,C354,C355,C356,C357,C358,C359,C360,C361,C362,C363,C364,C365,C366,C367,C368,C369,C370,C371,C372,C373,C374,C375,C376,C377,C378,C379,C380,C381,C382,C383,C384,C385,C386,C387,C388,C389,C390,C391,C392,C393,C394,C395,C396,C397,C398,C399,C400,C401,C402,C403,C404,C405,C406,C407,C408,C409,C410,C411,C412,C413,C414,NA,C416,C417,C418,C419,C420,C421,C422,C423,C424,C425,C426,C427,C428,Valine (2TMS),C430,C431,C432,C433,C434,C435,C436,C437,C438,C439,NA,C441,C442,Isoleucine (1TMS),C444,C445,C446,C447,C448,C449,C450,C451,C452,C453,C454,C455,C456,C457,C458,C459,C460,C461,C462,C463,C464,C465,C466,C467,C468,C469,C470,C471,C472,C473,C474,C475,C476,C477,C478,C479,C480,C481,C482,C483,C484,C485,C486,C487,C488,C489,C490,C491,C492,C493,C494,C495,"Thymine, 5,6-dihydro- (2TMS)",C497,C498,Tyrosine (3TMS),C500,C501,N-Carboxyglycine (3TMS),C503,C504,C505,C506,C507,"Isovaleric acid, 2-oxo- (1MEOX) (1TMS) MP",C509,C510,C511,C512,C513,C514,C515,C516,C517,C518,C519,C520,C521,C522,C523,C524,C525,C526,C527,C528,C529,C530,C531,C532,C533,C534,C535,C536,C537,C538,C539,C540,C541,C542,C543,C544,C545,C546,C547,C548,C549,C550,C551,C552,C553,C554,C555,C556,C557,C558,C559,C560,C561,C562,C563,C564,C565,C566,C567,C568,C569,"Benzimidazole, 5,6-dimethyl-",C571,C572,C573,C574,C575,C576,C577,C578,C579,C580,C581,C582,C583,C584,Purine,C586,C587,C588,C589,"Pyridine, 2,3-dihydroxy- (2TMS)",C591,C592,C593,C594,C595,C596,C597,C598,C599,C600,C601,C602,C603,C604,C605,C606,C607,C608,C609,C610,C611,C612,C613,C614,C615,C616,C617,C618,C619,C620,C621,C622,C623,C624,C625,C626,C627,C628,C629,C630,C631,C632,C633,C634,C635,C636,C637,C638,C639,C640,C641,C642,C643,C644,C645,C646,C647,C648,C649,C650,C651,C652,C653,C654,C655,C656,C657,C658,C659,C660,C661,C662,C663,C664,C665,C666,C667,C668,C669,C670,C671,C672,C673,C674,C675,C676,C677,C678,C679,C680,C681,C682,C683,Unknown#sst-cgl-008,C685,C686,C687,C688,C689,C690,C691,C692,C693,C694,C695,C696,C697,C698,C699,C700,C701,C702,C703,C704,C705,C706,C707,Nicotinamide (1TMS),C709,C710,C711,C712,C713,C714,C715,C716,C717,C718,C719,C720,C721,C722,C723,C724,C725,C726,C727,C728,C729,C730,C731,C732,C733,C734,C735,C736,C737,C738,C739,C740,C741,C742,C743,C744,C745,C746,C747,C748,C749,C750,C751,C752,C753,C754,C755,C756,C757,C758,C759,C760,C761,C762,C763,C764,"Proline, 4-hydroxy-, cis- (2TMS)",C766,C767,C768,C769,C770,C771,C772,C773,C774,C775,C776,C777,C778,"Cytosine, 5-methyl- (2TMS)",C780,NA,C782,C783,C784,C785,C786,C787,C788,C789,C790,C791,C792,C793,C794,C795,C796,C797,C798,C799,C800,C801,C802,C803,C804,C805,C806,C807,C808,C809,C810,C811,C812,C813,C814,C815,C816,C817,C818,C819,C820,C821,C822,C823,C824,C825,C826,C827,C828,C829,C830,C831,C832,C833,C834,C835,C836,C837,C838,C839,C840,C841,C842,C843,C844,C845,C846,C847,C848,C849,C850,C851,C852,C853,C854,C855,C856,C857,C858,C859,C860,C861,NA
20171115-PMF-CPEEB-AW-48__GC-MS-sugar__1__057_60,1-Synechocystis_6803-cell-5a-1,1,57,-2,1,483675083.9,42728842.13,64929830.78,4848014713,2940851466,4318203714,801435854.7,4612064452,143852261.5,4981885530,23250034.5,369710570.7,2610106742,95431453.22,1037968774,158678184.2,16248941.49,224763541.8,190833418.1,1490834856,1204306253,15203406.74,530071359.1,574708972.6,796494673.6,3239492885,173455143.1,40714759.04,443908747.7,29438544.27,452701401.4,214892061.4,19260774.25,293749065.2,411523399.9,60240220.81,296107413.1,19290509.15,56388656.15,188551001.1,47167251.21,1110273108,54844830.38,420597182.4,207747370.1,153269773.4,8250713.47,320322584,365562579.2,75566691.82,74902743.6,133377982.6,1110643147,177907871.5,225553246.1,84177488.95,500548313.1,71264061.14,169755852.4,483864241.3,61495385.7,42373616.96,24323191.48,4251849.477,396318443.8,224192891,60937169.72,104335895.4,236300452.5,223941286.9,173300034.2,242380216.8,50514545.34,20522424.75,12299770.69,28533202.5,342122276.4,2304607561,98080200.86,35832970.91,93756519.47,231363811.7,118193193.5,247380097.7,1097574167,185218345.8,675662382,76579345.65,343779781.5,16075910.91,4038568.604,9517928.724,441678566.1,6435545.555,74030753.98,173217017.3,23238663.75,44062543.36,29142254.48,10999849.21,21158503.27,58113193.59,1734433488,384236757.5,608657.8177,898443.4991,105982833.1,9787037.339,92940975.24,6287028.403,32880217.17,132942325.6,3239362.42,563783202.7,49573439.77,8560106.476,111284780.4,3001921.097,5182750.098,13004031.68,27211846.22,12647642.66,29671302.44,694788795.3,12003399.03,30223352.3,2905491.974,4485036.301,51994281.1,8460718.674,134892208.4,73079948.67,50121028.43,5072048426,43160914.93,86916493.81,6061171.536,525352180,51863487.86,330408609.6,35097341.34,126321406.9,887389.4102,19387678.44,88661550.87,825068.5322,5079089.951,18855492.22,361358988.6,372878724.3,4152893.546,22859442.23,2027353.367,1217044.372,31321752.43,283866177.3,74076432.33,555758716,145069401.7,78218661.59,216979863,8340972.856,7903713.709,64253798.16,87840452.26,3325297.565,151023747.6,41160116.61,6906982.43,26936576.33,273511571.6,14043877.93,10512080.25,79328242.85,23993647.27,13110762.2,33071754.72,49957394.81,4811037.412,208332555.7,64736214.46,61783476.73,1535852.412,1466452.625,1893920.319,2335936.282,4127737.693,107898397.4,37877664.68,79764085.42,69711433.37,182573724.1,69304842.94,104322783.4,278337994.9,12761480.96,8240592.832,65967364.98,186146331,837332.2272,2644873.657,7028046.757,2465475.172,2001674.522,3752227.818,12901490.66,1845021.931,8664775.236,30631520.41,149810819.3,235708578.1,21571725.54,48086520.6,315465931.4,1363085.449,834478.524,670858.4626,2466667.24,54050257.6,8985671.562,2518899.949,6643537.535,7430193.057,1372203.525,16825628.44,74426518,215776354.4,12702399.79,86563769.61,3896191.074,44697713.49,67212304.22,646271.8892,6534734.123,312676044.3,59074128.31,9885117.829,600077077.7,10949802.69,61219101.12,313114771.6,156407931.1,89448154.84,740492.9409,30990386.84,19319148.53,17176367.03,4691708.38,2196659.269,12422483.77,2767497.163,4624211.227,4724042.968,27601837.45,15021904.24,23141968.46,12458004.89,31944397.1,252809088.3,37976503.39,38362180.46,173497049.3,10972334.37,303994416.4,1874863662,5299420.322,157154008,973822.5528,937243.8455,1050441.923,9090515.684,24029797.28,13708944.81,9522279.349,29931506.93,4046564.03,4832256.385,6858779.63,109079831.1,6063011.234,12213757.45,252615540.4,52514245.48,37502695.75,48276952.44,130359688.6,4376251.626,52655949.18,226546151.1,412327039.6,24726775.7,212433406.1,203141270.9,5540256.616,4859726.57,46784989.47,55186760,5531872.787,34096980.55,93610660.43,51714700.99,1039927.377,1385385.506,6149066.434,636780.9383,2150337.783,3572567.438,67857998.7,38276365.66,3133537.714,5862397.887,2257077.356,88022210.1,9377240.588,1276266.123,36513414.67,2958845.759,47995206.6,55851727.1,62311714.19,53958572.37,14044340.22,122164129.2,9386158.305,57502980.78,3123386.846,9020745.97,515179.193,1607260.086,2226406.663,47075844.9,44366135.98,23571292.18,4086123.851,159893991.1,722108.6158,268144387.4,55737878.29,8818456.859,40434212.7,893999.033,753636.7427,1014878.714,1045039.761,851485.9499,1395098.37,472226.5776,2247644.329,1566176.106,1769354.924,2407018,1301612.145,1121187.624,30729315.34,561169.8017,1254104.672,1506855.02,4462511.884,7086266.639,7362309.741,7576197.391,22077604.24,901806.5482,3851088.507,1579554.873,79410478.49,47040212.25,6549549.401,74484670.69,2572678.729,16099951.65,26588991.74,28337721.3,17151889.85,4507111.214,1993781.386,14250951.77,89797955.88,27382155.96,7099410.755,18925382.17,2838033.025,34501215.53,50164587.64,186501507.5,564763363.8,3909152.177,40407174.37,61921564.4,10873979.07,25457988.19,10541906.93,2274597.158,1093356.726,1498348.925,755659.6573,798963.5013,8614557.293,14654588.19,5379045.364,12871686.42,1921800.817,1461492.662,1656368.033,4579168.663,5992098.83,2046307.978,1008597.989,10154119.6,2608254.152,41960951.24,6788962.709,9020548.574,245979232.7,23171555.08,25262029.6,3655784.372,2479598.63,2166529.79,12054982.45,9215594.432,6538699.59,36619412.47,20874052.19,5323368.203,29504486.81,3899803.261,23068386.66,390096536.5,12965031.83,7435631.529,569619561.7,218265507.3,273714014.3,4205468.557,6545275.035,7593373.322,23538861.75,3961523.649,12704504.7,4788504.838,26687259.62,239624420.1,34250084.34,896894.7626,900275.6329,1170750.305,2382150.965,1320172.543,843425.695,745536.1973,1322010.432,656675.4116,897093.7301,22743027.87,21705519.38,2342360.389,1441282.593,1361124.821,3348988.636,648405.7909,2035287.333,24676676,8097805.867,722975.8679,2254649.789,1799941.873,10069931.88,16220514.58,20508063.27,5718090.254,10198580.16,2304992.865,3090105.959,3378845.088,3474112.476,404633.2546,2456603.426,950606.092,56859713.21,14795025.11,8377161.372,3906691.395,9601185.975,8865155.924,5941026.002,39768412.03,3789619.016,17587149.62,9806238.25,53186823.53,6391728432,373823776.2,30924216.93,15331707.64,27897230.82,3146390.928,11642716.75,927284211,13568687.28,5335000.948,21140246.89,10917233.18,3613801.912,19483670.4,122781615,17701674.02,36473983.26,10178278.39,1493608.664,2106267.3,913162.6519,797009.6891,756326.1815,911116.0799,2043298.142,1228907.588,693545.4054,1881167.784,694031.7662,672160.6412,2283660.513,3127326.201,1738648.134,1464291.876,31924533.49,1314454.643,5197998.658,47253037.85,6314752.462,82943050.54,3577079.101,592275.8782,1442743.663,7164124.864,298689.4737,2565049.134,2297032.004,2547315.183,281313.258,4032167.877,1215730.562,1168284.402,3550136.923,788506.1067,2911559.64,1327040.008,329491.8228,3358842.823,6195855.864,9931893.564,1286400.647,32609836.95,4226424.818,5780695.192,214074021.9,13316442.23,43690432.02,2097461.467,2957007.995,11779676.03,1717919.571,1892499.155,11162253.25,34680580.76,151888.1802,206277796,68355176.71,626444211.7,72978088.55,17094607,13307620.15,293165199.3,30603091.54,4187787.987,3270322.957,81625335.98,44474854.49,40647358.91,224399025.2,3579178.029,24281214.94,38990952.62,3032549.204,42505396.31,9729784.712,100059208.5,13545298.16,12010295.93,8918147.723,335111449.5,11245670.55,3755638.453,359756396.8,788424.2272,2033608.463,1132651.327,860980.8064,981286.8749,749019.2572,545081.9379,1013239.704,13405924.96,1072865.126,1481636.535,2523480.319,996226.9296,4237725.423,1504064.556,2326369.407,74245576.03,1327181.524,1986963.208,1742984.839,1171489.396,1097316.476,875832.4219,2724320.776,1057362.924,26138584.63,3808452.656,717360.9918,2741908.167,17035607.35,2631098.11,1364260.947,2054521.917,1593252.351,1771281.151,675630.2067,1291279.434,5550618.781,38069990.91,26824243.09,235373.387,5139066.155,601806.0584,114429798.2,41175542.51,231385757,21632757.34,8664271.784,6455901.837,4933167.447,9489977.09,12365568.81,35403967.37,1201316.558,60299763.43,3314524.289,728792.2695,2062588.75,20935874.59,5508447.239,7039562.738,251781243.2,1953675070,269118021.7,586635587.9,5301965.918,21667380.85,9819483.297,18527785.77,151519608.3,30678306.02,45768501.02,93251476.72,146978331.6,192214244,2718984.068,2751642.277,8907347.155,81835076.55,15034888.56,2090172.454,51756592.9,15857359.51,7535968.364,15964535.72,1463032.958,624052879.8,16680018191,5471760.39,7054388.19,1356342.526,1076034.476,544001.5401,579475.2128,1107077.905,641283.0608,900420.9312,957422.7688,928608.2166,848092.6208,2414218.449,5638664.763,6980273.227,2074548.244,2691931.011,1296826.055,875753.5518,2425556.626,1387583.033,1147279.429,7217901.816,2690401.843,1522888.561,48680733.53,646180.075,422778.6845,541662.4945,964438.5608,2152686.936,849467.4813,1706087.098,2492952.683,4934638.592,1385048.554,122055768.1,180768.5151,1242529.561,489836.8618,338596.8243,363404.0956,3109795.244,12110504.22,5436080.716,3787934.49,17140623.95,9551175.687,4806307.557,25367920.95,19125028.58,306377.8528,2847641.775,2763719.411,2687210.721,274971542.6,1582667.132,14333951.47,984678.7786,13728449.31,23150964.4,4797882.576,3512353.499,1177784.905,2491318.104,3781555.218,11335481.14,15303215.46,5670282.22,11202242.77,17555037.26,58294860.27,480522076.1,195683371.3,66290943.56,12298657.88,29451520.82,6194338.836,11738809.03,7857990.356,32274721.79,5201286.198,180348962.5,23898551,11516524.18,26085475.69,819496.3559,16303643.05,32372872.54,6223675.734,6915935.823,265281465.5,37812310.7,28927683.19,8646128.89,2263394.719,3917062.429,11225220.92,3920126.931,20982275.73,434842.2783,27666178.97,1395361.53,1236843.871,2110786.337,693835.6043,111763658.5,2269660.781,988102.9981,5887355.628,749233.4378,393367.0387,1567187.417,635993.0608,4558068.41,93785.79398,596254.6298,4591269.918,28410962.58,6396372.643,4861662.461,3729594.167,2746508.601,963398.7335,3460375.097,2679271.879,7160390.921,6384875.91,22484405.76,47165536.66,44230935.57,7863579.648,106562605.9,91940343.67,16178997.66,749085.9791,6359820.82,23679147.31,62125473.09,15238575.04,2444651.571,11050080.8,43815043.66,10360520.42,328836.9553,904002.0885,598525.1915,702663.065,770295.4512,1756973.449,244190.4084,593374.9231,558199.3202,11652316.32,1545637.459,294486723,909968.8178,24485.08689,7457435.735,4900611.832,43539357.26,5496417.255,19901296.42,54544937.36,33019485.12,4016767.37,1550345.02,20476257.55,3553423.288,1180496.758,148900.1065,9869928.399,11135891.18,5039467.061,12022536.72,5815026.464,17709243.89,744560.716,2578014.403,55621883.13
20171115-PMF-CPEEB-AW-48__GC-MS-sugar__1__044_46,2-Synechocystis_6803-cell-5a-2,2,44,-2,2,172078911.5,11818131.42,86051514.45,4370459488,3287148549,4524982140,430454798.6,4189913621,83362537.42,4564973382,61098140.75,165114442.8,1803482926,49156601.17,781726465,86156644.47,9923832.949,96365815.8,117296254.9,289045718.9,483924878.3,11367855.95,435558006.6,342457615.4,636428583.3,2678262168,105060125.4,17540138.37,348689316.1,20112440.13,269761003.7,185925376.5,10085734.69,152262226.1,438299836.4,31267438.89,219140685.1,13031986.87,24656529.68,90656566.67,22146128.1,758397305.8,4897960.495,194107001.9,137418320.9,98323274.09,4343441.827,263127245.6,327950648.8,48373018.13,46677277.34,66412841.78,882256037,103423361.9,158114450.2,61798470.2,625567398.7,58055428.01,92528130.1,284424504,24402435.55,18209636.38,14893004.21,2805466.977,267986853.5,182531587.7,30128475.72,47073796.01,297137809.3,64852835.86,159560813,151003628.5,31021527.48,7498729.448,6750838.881,15879245.41,180301486,1908501665,87534143.26,18329695.69,56643451.93,177681695.8,90107824.41,150310452.5,541407709,149535742.7,448852366.1,73332502.91,244549751.3,13193947.35,2719879.606,10688346.73,332848291.2,3459917.247,42771488.62,76711884.97,16174223.82,33394443.83,45870803.31,7361998.166,17128334.91,39030435.59,1105349498,239562232.9,465713.9952,749633.6403,71500293.47,6687821.805,47909729.92,3196436.605,12665107.4,93441307.9,3607180.911,354207034.5,23250446.83,5649518.115,86790050.91,2303712.953,3490812.98,9853772.274,33518025.44,13933528.43,20051566.68,595817508.9,12124129.93,13461173.9,1912444.553,2485153.047,28392067.75,4704355.375,94426346.97,41579869.02,39457429.75,4748992553,30864242.06,59875024.2,4066006.024,386250111.3,31391824.29,235625149.8,15474877.79,105551931.1,672151.9851,11036503.4,55735687.62,626308.0858,2388464.332,12959406.53,311761060.3,233495219.1,3486940.178,3570214.038,1324417.041,1005368.737,18671298.66,165417721,69533767.19,733175090.6,64874537.77,65052592.94,155417858.5,3453316.083,3809203.744,38135773.48,64157755.51,2598447.798,81945372.35,27251937.07,2941897.666,21304752.2,356540271.9,10533144.77,7959672.983,34953613.03,17312370.62,15367464.9,27110770.22,47010792.62,3820967.06,203619635.9,53662552.52,27868568.63,722838.6318,1554789.018,1428885.444,1654312.178,2970396.531,56945946.75,28576185.3,50745166.44,45184931.89,112450772.2,119161578.2,53194000.25,169964241.3,66009506.35,7748268.221,59155534.65,132113773.3,670063.4447,1439842.003,4632546.778,1749447.791,1547566.279,2339720.074,9855208.456,1519263.274,5236182.536,19974394.41,55722945.42,72341317.07,13597224.96,19554113.3,219293249.8,1230778.624,490622.1319,477941.6306,1619313.556,28515609.35,4605630.826,1281637.842,3480596.789,4297747.005,1134473.873,8788395.262,44482054.31,111164056.7,7150242.982,50128839.45,2583842.106,29833937.42,44233791.45,1323287.202,3870072.382,169657913.9,83293530.08,6709370.364,273703095.6,12128374.94,105875489,254699574.6,163891770,50133774.39,590283.9195,17435168.92,11373242.67,10936720.36,2863176.476,1880550.071,8412684.448,2002008.707,3415516.541,3116498.319,17897005.5,12343668.86,14564110.37,15414018.82,18299769.87,147390901.5,23280883.59,28974808.39,114528922.2,11006871.26,320859786,1570381916,4562685.13,119322153.8,569900.2087,676894.0601,899529.0948,6648433.845,16619451.76,6612685.568,5787284.228,19261822.9,2189108.935,2967964.983,6529344.91,64757298.75,3688709.922,43032460.14,147128210.1,39561384.75,22204461.59,32481897.17,88627933.61,890544.8128,44822090.15,62154361.02,247399873.7,15723113.97,134848158.9,174211666.6,4709668.57,4082745.627,88891904.93,73306663.72,3555913.38,40177668.84,73685713.24,36522983.2,864063.0439,1391972.898,3283182.564,468425.894,1954484.485,2507384.789,32639520.97,19115323.06,2066199.543,3793370.125,1712591.608,47767746.39,5166517.458,800307.1263,23753084.16,2091762.702,36190360.09,37002910.12,28909737.52,37254343.52,8342887.189,81990848.58,6753075.072,64620571.06,2029402.74,10110445.32,281965.552,1489162.268,2214358.073,36348132.97,33984601.99,20233026.46,2847996.283,111711991,520487.3661,116040534.3,39816875.66,6874720.669,32628244.37,545350.9795,368515.7299,643832.6986,617018.6062,719803.6056,885816.8278,268754.0836,1145201.92,1025864.969,1264021.928,1697940.131,1081964.317,962208.5724,17434181.38,472079.2104,1330629.781,1152004.447,1982458.854,2678750.461,3355341.176,4630220.108,18167679.75,830821.3593,2811813.413,1119130.55,45882487.95,30950615.31,3529606.42,42010576.12,1664607.139,7930076.888,30716649.39,96269499.15,9992017.614,2900922.788,1028924.317,5971239.632,54424875.42,25296989.17,3735282.256,16288207.79,2845599.874,20185065.31,37854795.5,169361279.9,320828208.7,3565909.458,29156380.23,41965691.33,8849645.83,71402270.76,17379179.36,1968729.853,861096.3563,890773.7178,467553.0284,641836.0002,5308745.996,7830133.528,2773392.399,7993533.24,1385305.086,1334737.894,1623141.295,3012735.377,3324836.464,1472828.06,794769.2302,6091496.066,1676486.19,20927630.68,5348539.057,5563802.432,275536280.1,6631767.281,31730570.83,460389.1389,1879479.108,1438313.862,11075468.9,7406938.796,3938446.516,28691237.8,13593619.25,2997917.952,20551321.02,3166262.969,45585227.79,248448419.7,8006039.329,5975639.629,443265978.1,180494972.6,274495387.5,2694751.782,4563637.319,5795127.581,27387726.99,2781718.581,10326353.66,18350177.78,37290693.79,167838511.6,26869084.39,788103.2431,769942.1358,758760.4514,1863048.639,960879.5915,553284.9416,439203.2167,697891.9049,438824.6777,761138.1096,9348648.353,20306700.93,1454397.316,1206067.992,591919.6431,2382764.554,577784.4278,1274781.57,9137123.678,4985737.495,594532.7269,1342889.613,1458168.172,8051003.929,8878856.036,11795487.52,3965256.876,7529123.165,1586218.069,1919828.507,2935874.912,2208482.932,352397.309,2060819.047,1368821.084,57516126.32,13401268.85,14526364.65,3987995.779,15960888.04,7706111.062,3266167.628,28831705.3,2451301.922,8080130.632,6833070.421,43250762.66,3646198645,577281592.3,25687665.59,8626106.087,15238524.42,2820690.726,10051558.29,495624157.3,10731707.94,11243402.87,7724477.186,8354234.146,3542961.533,15538458.11,144081145.9,6951984.45,37084392.42,10108749.66,1043179.699,1455399.101,817149.5634,449982.022,687066.1203,803929.6429,1060741.466,990702.9851,543866.3707,1823886.092,356053.0948,798777.9133,883703.2598,2725623.3,1388494.791,1166416.582,21218581.28,924635.9392,3132046.263,36749626.53,4574862.648,47213019.48,1939380.779,615121.5879,1036757.303,3903532.34,292718.4375,1941226.961,1508451.924,2542062.573,127410.6299,2615861.788,820620.4292,938895.4835,2251092.894,472059.2541,2145131.199,1148932.167,503667.176,1949750.124,4041169.187,4954696.926,939067.5197,22225564.45,3644604.924,3412593.944,128706591.3,16457797.96,26525695.36,1309613.218,1925615.1,9511225.077,312187.2888,796951.8789,11617982.91,58851529.43,115489.9789,146843452.6,53098122.95,497811633.1,74171553.13,28774520.79,7243681.381,278745101.4,24290912.24,2752403.372,4952657.856,71506400.99,36886012.54,34213185.46,163458246.9,2584467.577,20796643.54,33480292.66,2802070.48,59660331.14,9494028,65633476.99,11030263.9,10576802.65,11139208.21,237746575.3,8366990.898,3613602.737,252067532.2,738282.3931,1783853.862,635426.9286,762949.5142,756558.8061,509684.98,566970.0156,1126749.988,8278281.526,1029104.735,1119599.393,1001692.666,777006.4022,2187495.623,1105827.123,1522585.481,45472845.89,1162051.917,1776957.756,1232838.866,886828.1615,925258.9831,689276.715,1406754.431,995457.2995,5714128.672,2428169.685,463018.4821,1806176.494,10034328.9,1380579.785,1098161.219,1507145.43,1163991.238,1169386.64,404767.3476,1001274.994,4048327.79,22876321.5,20655232.41,250629.2583,2947805.689,394215.3934,187542505.4,51911841.54,127452347.2,17785441.68,5271582.67,4647120.271,2928571.277,4616903.66,14144377.42,21837681.82,736227.6926,49408363.27,2055266.996,685020.0145,1114861,17357733.55,5214020.688,3508677.552,237438008.7,95452951.6,214348902.4,470426913.3,3898220.781,8971948.113,8742242.624,10839620.57,121987121.6,17562169.45,39823668.84,80439531.27,117213906,131106197.5,2879552.627,3019058.45,7271492.894,112924731.1,13909753.21,1499518.148,41555136.66,13295231.86,8873409.432,21770578.26,945789.2019,390204852,15354308181,5480180.537,8505851.938,1255600.596,623497.6185,345769.3136,379469.7798,697060.7978,372514.2114,752667.3215,806462.6143,757911.4123,619962.3662,1972561.819,3777101.678,3216631.834,1445318.263,2117537.14,1212712.025,943722.9879,1519794.9,880519.0078,987186.0968,6345820.205,1370179.027,1143465.676,30898692.15,461425.7813,404450.5948,1022719.591,665154.9666,1360822.085,867999.1153,1170170.383,1408806.175,2986926.327,903880.0691,76691940.09,285212.1733,1405485.537,229938.5676,115948.3921,440066.7071,7720786.659,6742880.821,3440456.732,2480704.614,24948330.03,6581835.959,3429781.901,12280850.92,11937627.68,940735.741,3120603.783,1657011.967,1819256.759,154293486.9,1013205.341,14255146.93,881542.3827,7499886.372,25278297.5,3896821.886,2979119.093,872182.9518,1712653.099,2886924.576,16660048.99,7948758.165,6546831.469,8616000.157,12277162.43,103110361.8,390284846.1,186378057.6,50061952.4,9390754.921,21753963.66,4259963.993,7187109.254,5488882.843,12935005.64,2761898.365,106042170.5,18099056.44,7627982.886,17594244.04,1232343.073,10653439.79,50612076.22,5430823.338,3416831.367,165391834.5,31394053.16,23679485.22,9399872.744,1767513.761,4082227.633,11892664.48,3894392.754,18932328.65,360805.8657,7539655.997,768272.6366,988110.0743,1539811.757,555378.0158,62307744.35,1935944.695,1359834.125,3489853.179,784047.3707,559704.225,1026024.828,1194928.576,3683517.256,52787.11183,692131.893,2769376.537,19813388.03,3899290.712,6647764.222,2702485.754,2457457.292,617645.5151,2480824.831,1773540.518,9689134.756,3422061.446,23751288.7,32676014.23,32134472.87,5928539.538,67802014.09,56429543.26,16013270.7,640126.6088,8588828.953,19644277.53,82846631.23,9357664.973,2411525.975,7292776.249,19130777.82,10314832.18,226337.4545,587034.235,566705.163,476113.2196,354626.9418,812749.6414,248852.06,394935.6624,156452.7859,9973802.912,974773.4561,366991579.8,933859.311,185947.4589,5222819.101,2576458.489,32449376.58,2465305.403,20521953.74,45818547.62,23930943.44,2145490.163,1274540.251,14868264.25,2181812.691,997546.2303,743823.6614,11749918.8,9322611.705,4704527.333,10804113.53,4515834.873,12616830.13,531072.4554,2466619.198,32494753.15
